"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"HRX_CA_NOC_CODE","1222","Executive assistants",,,
"HRX_CA_NOC_CODE","6312","Executive housekeepers",,,
"HRX_CA_NOC_CODE","9445","Fabric, fur and leather cutters",,,
"HRX_CA_NOC_CODE","0714","Facility operation and maintenance managers",,,
"HRX_CA_NOC_CODE","4153","Family, marriage and other related counsellors",,,
"HRX_CA_NOC_CODE","5222","Film and video camera operators",,,
"HRX_CA_NOC_CODE","1112","Financial and investment analysts",,,
"HRX_CA_NOC_CODE","1111","Financial auditors and accountants",,,
"HRX_CA_NOC_CODE","0111","Financial managers",,,
"HRX_CA_NOC_CODE","6235","Financial sales representatives",,,
"HRX_CA_NOC_CODE","0432","Fire chiefs and senior firefighting officers",,,
"HRX_CA_NOC_CODE","4312","Firefighters",,,
"HRX_CA_NOC_CODE","9463","Fish and seafood plant workers",,,
"HRX_CA_NOC_CODE","8262","Fishermen and fisherwomen",,,
"HRX_CA_NOC_CODE","8261","Fishing masters and officers",,,
"HRX_CA_NOC_CODE","8441","Fishing vessel deckhands",,,
"HRX_CA_NOC_CODE","7295","Floor covering installers",,,
"HRX_CA_NOC_CODE","6513","Food and beverage servers",,,
"HRX_CA_NOC_CODE","6711","Food counter attendants, kitchen helpers",,,
"HRX_CA_NOC_CODE","6311","Food service supervisors",,,
"HRX_CA_NOC_CODE","2122","Forestry professionals",,,
"HRX_CA_NOC_CODE","2223","Forestry technologists and technicians",,,
"HRX_CA_NOC_CODE","9412","Foundry workers",,,
"HRX_CA_NOC_CODE","6346","Funeral directors and embalmers",,,
"HRX_CA_NOC_CODE","9532","Furniture and fixture assemblers and inspectors",,,
"HRX_CA_NOC_CODE","9534","Furniture finishers and refinishers",,,
"HRX_CA_NOC_CODE","7253","Gas fitters",,,
"HRX_CA_NOC_CODE","8431","General farm workers",,,
"HRX_CA_NOC_CODE","1411","General office support workers",,,
"HRX_CA_NOC_CODE","3112","General practitioners and family physicians",,,
"HRX_CA_NOC_CODE","2212","Geological and mineral technologists and technicians",,,
"HRX_CA_NOC_CODE","2144","Geological engineers",,,
"HRX_CA_NOC_CODE","2113","Geoscientists and oceanographers",,,
"HRX_CA_NOC_CODE","9413","Glass forming, finishing machine operators, cutters",,,
"HRX_CA_NOC_CODE","7292","Glaziers",,,
"HRX_CA_NOC_CODE","0412","Government managers, economic analysis, policy development",,,
"HRX_CA_NOC_CODE","0413","Government managers, education policy development",,,
"HRX_CA_NOC_CODE","0411","Government managers, health and social policy, programs",,,
"HRX_CA_NOC_CODE","5223","Graphic arts technicians",,,
"HRX_CA_NOC_CODE","5241","Graphic designers and illustrators",,,
"HRX_CA_NOC_CODE","6524","Ground or water transport ticket agent, cargo service workers",,,
"HRX_CA_NOC_CODE","6341","Hairstylists and barbers",,,
"HRX_CA_NOC_CODE","8611","Harvesting labourers",,,
"HRX_CA_NOC_CODE","6511","Headwaiter and hosts or hostesses",,,
"HRX_CA_NOC_CODE","1252","Health information management occupations",,,
"HRX_CA_NOC_CODE","4165","Health policy researchers, consultants and program officers",,,
"HRX_CA_NOC_CODE","7313","Heating, refrigeration and air conditioning mechanics",,,
"HRX_CA_NOC_CODE","7312","Heavy duty equipment mechanics",,,
"HRX_CA_NOC_CODE","7521","Heavy equipment operators, except crane",,,
"HRX_CA_NOC_CODE","0712","Home building and renovation managers",,,
"HRX_CA_NOC_CODE","4411","Home child care providers",,,
"HRX_CA_NOC_CODE","4412","Home support workers, housekeepers and related occupations",,,
"HRX_CA_NOC_CODE","6525","Hotel front desk clerks",,,
"HRX_CA_NOC_CODE","1223","Human resources and recruitment officers",,,
"HRX_CA_NOC_CODE","0112","Human resources managers",,,
"HRX_CA_NOC_CODE","1121","Human resources professionals",,,
"HRX_CA_NOC_CODE","6561","Image, social and other personal consultants",,,
"HRX_CA_NOC_CODE","2141","Industrial and manufacturing engineers",,,
"HRX_CA_NOC_CODE","9462","Industrial butchers and meat cutters, poultry preparers",,,
"HRX_CA_NOC_CODE","2252","Industrial designers",,,
"HRX_CA_NOC_CODE","7242","Industrial electricians",,,
"HRX_CA_NOC_CODE","2233","Industrial engineering and manufacturing technologists",,,
"HRX_CA_NOC_CODE","2243","Industrial instrument technicians and mechanics",,,
"HRX_CA_NOC_CODE","9536","Industrial painters, coaters, metal finishing operators",,,
"HRX_CA_NOC_CODE","9446","Industrial sewing machine operators",,,
"HRX_CA_NOC_CODE","2171","Information systems analysts and consultants",,,
"HRX_CA_NOC_CODE","2283","Information systems testing technicians",,,
"HRX_CA_NOC_CODE","9415","Inspectors and testers, mineral and metal processing",,,
"HRX_CA_NOC_CODE","9447","Inspectors,graders,textile,fabric,fur,leather manufacturing",,,
"HRX_CA_NOC_CODE","2263","Inspectors,public, environmental, occupational health, safety",,,
"HRX_CA_NOC_CODE","4215","Instructors of persons with disabilities",,,
"HRX_CA_NOC_CODE","7293","Insulators",,,
"HRX_CA_NOC_CODE","1312","Insurance adjusters and claims examiners",,,
"HRX_CA_NOC_CODE","6231","Insurance agents and brokers",,,
"HRX_CA_NOC_CODE","1313","Insurance underwriters",,,
"HRX_CA_NOC_CODE","0121","Insurance, real estate and financial brokerage managers",,,
"HRX_CA_NOC_CODE","5242","Interior designers and interior decorators",,,
"HRX_CA_NOC_CODE","7236","Ironworkers",,,
"HRX_CA_NOC_CODE","6733","Janitors, caretakers and building superintendents",,,
"HRX_CA_NOC_CODE","6344","Jewellers, jewellery, watch repairers, related occupations",,,
"HRX_CA_NOC_CODE","5123","Journalists",,,
"HRX_CA_NOC_CODE","4111","Judges",,,
"HRX_CA_NOC_CODE","9613","Labourers in chemical products processing and utilities",,,
"HRX_CA_NOC_CODE","9618","Labourers in fish and seafood processing",,,
"HRX_CA_NOC_CODE","9617","Labourers in food and beverage processing",,,
"HRX_CA_NOC_CODE","9612","Labourers in metal fabrication",,,
"HRX_CA_NOC_CODE","9611","Labourers in mineral and metal processing",,,
"HRX_CA_NOC_CODE","9615","Labourers in rubber and plastic products manufacturing",,,
"HRX_CA_NOC_CODE","9616","Labourers in textile processing",,,
"HRX_CA_NOC_CODE","9614","Labourers in wood, pulp and paper processing",,,
"HRX_CA_NOC_CODE","2254","Land survey technologists and technicians",,,
"HRX_CA_NOC_CODE","2154","Land surveyors",,,
"HRX_CA_NOC_CODE","2225","Landscape and horticulture technicians and specialists",,,
"HRX_CA_NOC_CODE","2152","Landscape architects",,,
"HRX_CA_NOC_CODE","8612","Landscaping and grounds maintenance labourers",,,
"HRX_CA_NOC_CODE","4112","Lawyers and Quebec notaries",,,
"HRX_CA_NOC_CODE","1242","Legal administrative assistants",,,
"HRX_CA_NOC_CODE","0011","Legislators",,,
"HRX_CA_NOC_CODE","1512","Letter carriers",,,
"HRX_CA_NOC_CODE","5111","Librarians",,,
"HRX_CA_NOC_CODE","5211","Library and public archive technicians",,,
"HRX_CA_NOC_CODE","1451","Library assistants and clerks",,,
"HRX_CA_NOC_CODE","0511","Library, archive, museum and art gallery managers",,,
"HRX_CA_NOC_CODE","3233","Licensed practical nurses",,,
"HRX_CA_NOC_CODE","6731","Light duty cleaners",,,
"HRX_CA_NOC_CODE","8616","Logging and forestry labourers",,,
"HRX_CA_NOC_CODE","8241","Logging machinery operators",,,
"HRX_CA_NOC_CODE","7451","Longshore workers",,,
"HRX_CA_NOC_CODE","9436","Lumber graders, wood processing inspectors and graders",,,
"HRX_CA_NOC_CODE","7316","Machine fitters",,,
"HRX_CA_NOC_CODE","9527","Machine operators, inspectors, electrical apparatus",,,
"HRX_CA_NOC_CODE","9411","Machine operators, mineral and metal processing",,,
"HRX_CA_NOC_CODE","9417","Machining tool operators",,,
"HRX_CA_NOC_CODE","7231","Machinists and machining and tooling inspectors",,,
"HRX_CA_NOC_CODE","1511","Mail, postal and related workers",,,
"HRX_CA_NOC_CODE","0821","Managers in agriculture",,,
"HRX_CA_NOC_CODE","0823","Managers in aquaculture",,,
"HRX_CA_NOC_CODE","0651","Managers in customer and personal services",,,
"HRX_CA_NOC_CODE","0311","Managers in health care",,,
"HRX_CA_NOC_CODE","0822","Managers in horticulture",,,
"HRX_CA_NOC_CODE","0811","Managers in natural resources production and fishing",,,
"HRX_CA_NOC_CODE","0423","Managers in social, community and correctional services",,,
"HRX_CA_NOC_CODE","0512","Managers, publishing, motion pictures, broadcasting, arts",,,
"HRX_CA_NOC_CODE","0911","Manufacturing managers",,,
"HRX_CA_NOC_CODE","3236","Massage therapists",,,
"HRX_CA_NOC_CODE","7452","Material handlers",,,
"HRX_CA_NOC_CODE","2161","Mathematicians, statisticians and actuaries",,,
"HRX_CA_NOC_CODE","9526","Mechanical assemblers and inspectors",,,
"HRX_CA_NOC_CODE","2232","Mechanical engineering technologists and technicians",,,
"HRX_CA_NOC_CODE","2132","Mechanical engineers",,,
"HRX_CA_NOC_CODE","1243","Medical administrative assistants",,,
"HRX_CA_NOC_CODE","3212","Medical laboratory technicians and pathologist assistants",,,
"HRX_CA_NOC_CODE","3211","Medical laboratory technologists",,,
"HRX_CA_NOC_CODE","3215","Medical radiation technologists",,,
"HRX_CA_NOC_CODE","3216","Medical sonographers",,,
"HRX_CA_NOC_CODE","2142","Metallurgical and materials engineers",,,
"HRX_CA_NOC_CODE","9416","Metalworking and forging machine operators",,,
"HRX_CA_NOC_CODE","2114","Meteorologists and climatologists",,,
"HRX_CA_NOC_CODE","8614","Mine labourers",,,
"HRX_CA_NOC_CODE","2143","Mining engineers",,,
"HRX_CA_NOC_CODE","9522","Motor vehicle assemblers, inspectors and testers",,,
"HRX_CA_NOC_CODE","7322","Motor vehicle body repairers",,,
"HRX_CA_NOC_CODE","7334","Motorcycle, all terrain vehicle and other related mechanics",,,
"HRX_CA_NOC_CODE","5133","Musicians and singers",,,
"HRX_CA_NOC_CODE","4161","Natural, applied science policy researchers, consultants",,,
"HRX_CA_NOC_CODE","4313","Noncommissioned ranks of the Canadian Armed Forces",,,
"HRX_CA_NOC_CODE","2261","Nondestructive testers and inspectors",,,
"HRX_CA_NOC_CODE","3413","Nurse aides, orderlies and patient service associates",,,
"HRX_CA_NOC_CODE","8432","Nursery and greenhouse workers",,,
"HRX_CA_NOC_CODE","3011","Nursing coordinators and supervisors",,,
"HRX_CA_NOC_CODE","3143","Occupational therapists",,,
"HRX_CA_NOC_CODE","8615","Oil and gas drilling, servicing and related labourers",,,
"HRX_CA_NOC_CODE","8232","Oil and gas well drillers, servicers, testers",,,
"HRX_CA_NOC_CODE","8412","Oil and gas well drilling workers and services operators",,,
"HRX_CA_NOC_CODE","7331","Oil and solid fuel heating mechanics",,,
"HRX_CA_NOC_CODE","6722","Operators and attendants, amusement, recreation, sport",,,
"HRX_CA_NOC_CODE","3231","Opticians",,,
"HRX_CA_NOC_CODE","3121","Optometrists",,,
"HRX_CA_NOC_CODE","0114","Other administrative services managers",,,
"HRX_CA_NOC_CODE","3414","Other assisting occupations in support of health services",,,
"HRX_CA_NOC_CODE","7535","Other automotive mechanical installers and servicers",,,
"HRX_CA_NOC_CODE","0125","Other business services managers",,,
"HRX_CA_NOC_CODE","6552","Other customer and information services representatives",,,
"HRX_CA_NOC_CODE","1114","Other financial officers",,,
"HRX_CA_NOC_CODE","4216","Other instructors",,,
"HRX_CA_NOC_CODE","9619","Other labourers in processing, manufacturing and utilities",,,
"HRX_CA_NOC_CODE","0414","Other managers in public administration",,,
"HRX_CA_NOC_CODE","3219","Other medical technologists, technicians except dental",,,
"HRX_CA_NOC_CODE","9418","Other metal products machine operators",,,
"HRX_CA_NOC_CODE","5232","Other performers",,,
"HRX_CA_NOC_CODE","6564","Other personal service occupations",,,
"HRX_CA_NOC_CODE","9537","Other products assemblers, finishers and inspectors",,,
"HRX_CA_NOC_CODE","2148","Other professional engineers",,,
"HRX_CA_NOC_CODE","3125","Other professional occupations in health diagnosing, treating",,,
"HRX_CA_NOC_CODE","2115","Other professional occupations in physical sciences",,,
"HRX_CA_NOC_CODE","4169","Other professional occupations in social science",,,
"HRX_CA_NOC_CODE","3144","Other professional occupations in therapy and assessment",,,
"HRX_CA_NOC_CODE","4217","Other religious occupations",,,
"HRX_CA_NOC_CODE","7445","Other repairers and servicers",,,
"HRX_CA_NOC_CODE","6623","Other sales related occupations",,,
"HRX_CA_NOC_CODE","6316","Other service supervisors",,,
"HRX_CA_NOC_CODE","6742","Other service support occupations",,,
"HRX_CA_NOC_CODE","7335","Other small engine and small equipment repairers",,,
"HRX_CA_NOC_CODE","3237","Other technical occupations in therapy and assessment",,,
"HRX_CA_NOC_CODE","7384","Other trades and related occupations",,,
"HRX_CA_NOC_CODE","7612","Other trades helpers and labourers",,,
"HRX_CA_NOC_CODE","9434","Other wood processing machine operators",,,
"HRX_CA_NOC_CODE","9533","Other wood products assemblers and inspectors",,,
"HRX_CA_NOC_CODE","6532","Outdoor sport and recreational guides",,,
"HRX_CA_NOC_CODE","7294","Painters and decorators except interior decorators",,,
"HRX_CA_NOC_CODE","5136","Painters, sculptors and other visual artists",,,
"HRX_CA_NOC_CODE","9435","Paper converting machine operators",,,
"HRX_CA_NOC_CODE","9433","Papermaking and finishing machine operators",,,
"HRX_CA_NOC_CODE","4211","Paralegal and related occupations",,,
"HRX_CA_NOC_CODE","3234","Paramedical occupations",,,
"HRX_CA_NOC_CODE","5245","Patternmakers, textile, leather and fur products",,,
"HRX_CA_NOC_CODE","1432","Payroll administrators",,,
"HRX_CA_NOC_CODE","1415","Personnel clerks",,,
"HRX_CA_NOC_CODE","7444","Pest controllers and fumigators",,,
"HRX_CA_NOC_CODE","6563","Pet groomers and animal care workers",,,
"HRX_CA_NOC_CODE","2145","Petroleum engineers",,,
"HRX_CA_NOC_CODE","3131","Pharmacists",,,
"HRX_CA_NOC_CODE","5221","Photographers",,,
"HRX_CA_NOC_CODE","9474","Photographic and film processors",,,
"HRX_CA_NOC_CODE","2111","Physicists and astronomers",,,
"HRX_CA_NOC_CODE","3142","Physiotherapists",,,
"HRX_CA_NOC_CODE","7284","Plasterers, drywall installers and finishers and lathers",,,
"HRX_CA_NOC_CODE","9535","Plastic products assemblers, finishers and inspectors",,,
"HRX_CA_NOC_CODE","9422","Plastics processing machine operators",,,
"HRX_CA_NOC_CODE","9471","Plateless printing equipment operators",,,
"HRX_CA_NOC_CODE","7251","Plumbers",,,
"HRX_CA_NOC_CODE","4311","Police officers, except commissioned",,,
"HRX_CA_NOC_CODE","4012","Post secondary teaching and research assistants",,,
"HRX_CA_NOC_CODE","0132","Postal and courier services managers",,,
"HRX_CA_NOC_CODE","9241","Power engineers and power systems operators",,,
"HRX_CA_NOC_CODE","7243","Power system electricians",,,
"HRX_CA_NOC_CODE","3232","Practitioners of natural healing",,,
"HRX_CA_NOC_CODE","7381","Printing press operators",,,
"HRX_CA_NOC_CODE","4155","Probation and parole officers and related occupations",,,
"HRX_CA_NOC_CODE","9461","Process control,machine operators, food, beverage processing",,,
"HRX_CA_NOC_CODE","5131","Producers, directors, choreographers",,,
"HRX_CA_NOC_CODE","1523","Production logistics coordinators",,,
"HRX_CA_NOC_CODE","1122","Professional occupations in business management consulting",,,
"HRX_CA_NOC_CODE","4154","Professional occupations in religion",,,
"HRX_CA_NOC_CODE","1123","Professionals, advertising, marketing, public relations",,,
"HRX_CA_NOC_CODE","5254","Program leaders, instructors in recreation, sports, fitness",,,
"HRX_CA_NOC_CODE","4168","Program officers unique to government",,,
"HRX_CA_NOC_CODE","1224","Property administrators",,,
"HRX_CA_NOC_CODE","4151","Psychologists",,,
"HRX_CA_NOC_CODE","7621","Public works and maintenance labourers",,,
"HRX_CA_NOC_CODE","7522","Public works maintenance equipment operators",,,
"HRX_CA_NOC_CODE","9432","Pulp mill machine operators",,,
"HRX_CA_NOC_CODE","9235","Pulping, papermaking and coating control operators",,,
"HRX_CA_NOC_CODE","1225","Purchasing agents and officers",,,
"HRX_CA_NOC_CODE","1524","Purchasing and inventory control workers",,,
"HRX_CA_NOC_CODE","0113","Purchasing managers",,,
"HRX_CA_NOC_CODE","6522","Pursers and flight attendants",,,
"HRX_CA_NOC_CODE","7622","Railway and motor transport labourers",,,
"HRX_CA_NOC_CODE","7361","Railway and yard locomotive engineers",,,
"HRX_CA_NOC_CODE","7314","Railway carpersons",,,
"HRX_CA_NOC_CODE","7362","Railway conductors and brakepersons",,,
"HRX_CA_NOC_CODE","2275","Railway traffic controllers and marine traffic regulators",,,
"HRX_CA_NOC_CODE","7531","Railway yard and track maintenance workers",,,
"HRX_CA_NOC_CODE","6232","Real estate agents and salespersons",,,
"HRX_CA_NOC_CODE","1414","Receptionists",,,
"HRX_CA_NOC_CODE","1253","Records management technicians",,,
"HRX_CA_NOC_CODE","4167","Recreation, fitness policy researchers, program officers",,,
"HRX_CA_NOC_CODE","0513","Recreation, sports and fitness program and service directors",,,
"HRX_CA_NOC_CODE","3012","Registered nurses and registered psychiatric nurses",,,
"HRX_CA_NOC_CODE","7441","Residential and commercial installers and servicers",,,
"HRX_CA_NOC_CODE","3214","Respiratory therapist, clinical perfusionist, cardiopulmonary",,,
"HRX_CA_NOC_CODE","0631","Restaurant and food service managers",,,
"HRX_CA_NOC_CODE","6222","Retail and wholesale buyers",,,
"HRX_CA_NOC_CODE","0621","Retail and wholesale trade managers",,,
"HRX_CA_NOC_CODE","6211","Retail sales supervisors",,,
"HRX_CA_NOC_CODE","6421","Retail salespersons",,,
"HRX_CA_NOC_CODE","7291","Roofers and shinglers",,,
"HRX_CA_NOC_CODE","9423","Rubber processing machine operators and related workers",,,
"HRX_CA_NOC_CODE","6411","Sales representatives, wholesale trade, nontechnical",,,
"HRX_CA_NOC_CODE","9431","Sawmill machine operators",,,
"HRX_CA_NOC_CODE","0422","School principals, administrators of elementary, secondary",,,
"HRX_CA_NOC_CODE","4031","Secondary school teachers",,,
"HRX_CA_NOC_CODE","1113","Securities agents, investment dealers and brokers",,,
"HRX_CA_NOC_CODE","6541","Security guards and related security service occupations",,,
"HRX_CA_NOC_CODE","0012","Senior government managers and officials",,,
"HRX_CA_NOC_CODE","0013","Senior managers, financial, communications, business services",,,
"HRX_CA_NOC_CODE","0014","Senior managers, health, education, social, community service",,,
"HRX_CA_NOC_CODE","0015","Senior managers, trade, broadcasting and other services",,,
"HRX_CA_NOC_CODE","0016","Senior managers,construction,transport,production,utilities",,,
"HRX_CA_NOC_CODE","6621","Service station attendants",,,
"HRX_CA_NOC_CODE","7233","Sheet metal workers",,,
"HRX_CA_NOC_CODE","4421","Sheriffs and bailiffs",,,
"HRX_CA_NOC_CODE","1521","Shippers and receivers",,,
"HRX_CA_NOC_CODE","6343","Shoe repairers and shoemakers",,,
"HRX_CA_NOC_CODE","8422","Silviculture and forestry workers",,,
"HRX_CA_NOC_CODE","4212","Social and community service workers",,,
"HRX_CA_NOC_CODE","4164","Social policy researchers, consultants and program officers",,,
"HRX_CA_NOC_CODE","4152","Social workers",,,
"HRX_CA_NOC_CODE","2173","Software engineers and designers",,,
"HRX_CA_NOC_CODE","3111","Specialist physicians",,,
"HRX_CA_NOC_CODE","6732","Specialized cleaners",,,
"HRX_CA_NOC_CODE","5253","Sports officials and referees",,,
"HRX_CA_NOC_CODE","1254","Statistical officers and related research support occupations",,,
"HRX_CA_NOC_CODE","7252","Steamfitters, pipefitters and sprinkler system installers",,,
"HRX_CA_NOC_CODE","6622","Store shelf stockers, clerks and order fillers",,,
"HRX_CA_NOC_CODE","1522","Storekeepers and parts clerks",,,
"HRX_CA_NOC_CODE","7235","Structural metal and platework fabricators and fitters",,,
"HRX_CA_NOC_CODE","9223","Supervisors, electrical products manufacturing",,,
"HRX_CA_NOC_CODE","9222","Supervisors, electronics manufacturing",,,
"HRX_CA_NOC_CODE","1212","Supervisors, finance and insurance clerks",,,
"HRX_CA_NOC_CODE","9213","Supervisors, food and beverage processing",,,
"HRX_CA_NOC_CODE","9215","Supervisors, forest products processing",,,
"HRX_CA_NOC_CODE","9224","Supervisors, furniture and fixtures manufacturing",,,
"HRX_CA_NOC_CODE","1211","Supervisors, general office, administrative support workers",,,
"HRX_CA_NOC_CODE","1213","Supervisors, library, correspondence, information workers",,,
"HRX_CA_NOC_CODE","8211","Supervisors, logging and forestry",,,
"HRX_CA_NOC_CODE","1214","Supervisors, mail and message distribution occupations",,,
"HRX_CA_NOC_CODE","9211","Supervisors, mineral and metal processing",,,
"HRX_CA_NOC_CODE","8221","Supervisors, mining and quarrying",,,
"HRX_CA_NOC_CODE","7305","Supervisors, motor transport, ground transit operators",,,
"HRX_CA_NOC_CODE","9221","Supervisors, motor vehicle assembling",,,
"HRX_CA_NOC_CODE","9226","Supervisors, other mechanical, metal products manufacturing",,,
"HRX_CA_NOC_CODE","9227","Supervisors, other products manufacturing and assembly",,,
"HRX_CA_NOC_CODE","9212","Supervisors, petroleum, gas, chemical processing, utilities",,,
"HRX_CA_NOC_CODE","9214","Supervisors, plastic and rubber products manufacturing",,,
"HRX_CA_NOC_CODE","7303","Supervisors, printing and related occupations",,,
"HRX_CA_NOC_CODE","7304","Supervisors, railway transport operations",,,
"HRX_CA_NOC_CODE","1215","Supervisors, supply chain, tracking, scheduling coordination",,,
"HRX_CA_NOC_CODE","9217","Supervisors, textile, fabric, fur, leather processing",,,
"HRX_CA_NOC_CODE","6721","Support in accommodation, travel, facilities setup services",,,
"HRX_CA_NOC_CODE","5227","Support,motion pictures,broadcasting,photography,performing",,,
"HRX_CA_NOC_CODE","1454","Survey interviewers and statistical clerks",,,
"HRX_CA_NOC_CODE","6342","Tailors, dressmakers, furriers and milliners",,,
"HRX_CA_NOC_CODE","7513","Taxi and limousine drivers and chauffeurs",,,
"HRX_CA_NOC_CODE","2255","Technical occupations in geomatics and meteorology",,,
"HRX_CA_NOC_CODE","5212","Technical occupations related to museums and art galleries",,,
"HRX_CA_NOC_CODE","6221","Technical sales specialists, wholesale trade",,,
"HRX_CA_NOC_CODE","5226","Technical, motion pictures, broadcasting, performing arts",,,
"HRX_CA_NOC_CODE","0131","Telecommunication carriers managers",,,
"HRX_CA_NOC_CODE","7246","Telecommunications installation and repair workers",,,
"HRX_CA_NOC_CODE","7245","Telecommunications line and cable workers",,,
"HRX_CA_NOC_CODE","9465","Testers and graders, food and beverage processing",,,
"HRX_CA_NOC_CODE","9441","Textile fibre,yarn,hide,pelt processing machine operators",,,
"HRX_CA_NOC_CODE","5243","Theatre, fashion, exhibit and other creative designers",,,
"HRX_CA_NOC_CODE","7283","Tilesetters",,,
"HRX_CA_NOC_CODE","7232","Tool and die makers",,,
"HRX_CA_NOC_CODE","6531","Tour and travel guides",,,
"HRX_CA_NOC_CODE","5125","Translators, terminologists and interpreters",,,
"HRX_CA_NOC_CODE","7511","Transport truck drivers",,,
"HRX_CA_NOC_CODE","0731","Transportation managers",,,
"HRX_CA_NOC_CODE","1526","Transportation route and crew schedulers",,,
"HRX_CA_NOC_CODE","8442","Trappers and hunters",,,
"HRX_CA_NOC_CODE","6521","Travel counsellors",,,
"HRX_CA_NOC_CODE","8411","Underground mine service and support workers",,,
"HRX_CA_NOC_CODE","8231","Underground production and development miners",,,
"HRX_CA_NOC_CODE","4011","University professors and lecturers",,,
"HRX_CA_NOC_CODE","6345","Upholsterers",,,
"HRX_CA_NOC_CODE","2153","Urban and land use planners",,,
"HRX_CA_NOC_CODE","2282","User support technicians",,,
"HRX_CA_NOC_CODE","0912","Utilities managers",,,
"HRX_CA_NOC_CODE","3114","Veterinarians",,,
"HRX_CA_NOC_CODE","9243","Water and waste treatment plant operators",,,
"HRX_CA_NOC_CODE","7532","Water transport deck and engine room crew",,,
"HRX_CA_NOC_CODE","7373","Water well drillers",,,
"HRX_CA_NOC_CODE","7442","Waterworks and gas maintenance workers",,,
"HRX_CA_NOC_CODE","9442","Weavers, knitters and other fabric making occupations",,,
"HRX_CA_NOC_CODE","2175","Web designers and developers",,,
"HRX_CA_NOC_CODE","7237","Welders and related machine operators",,,
"HRX_CA_NOC_CODE","9437","Woodworking machine operators",,,
"HRX_CA_PPIP_SELF_ADJUST_METHOD","NO_SELF_ADJ","No Self Adjust",,,
"HRX_CA_PPIP_SELF_ADJUST_METHOD","SELF_ADJ","Self Adjust",,,
"HRX_CA_PPIP_SELF_ADJUST_METHOD","SELF_ADJ_AT_MAX","Self Adjust at Maximum",,,
"HRX_CA_PPP_SELF_ADJUST_METHOD","NO_SELF_ADJ","No Self Adjust",,,
"HRX_CA_PPP_SELF_ADJUST_METHOD","SELF_ADJ","Self Adjust",,,
"HRX_CA_PPP_SELF_ADJUST_METHOD","SELF_ADJ_AT_MAX","Self Adjust at Maximum",,,
"HRX_CA_PROV_NP_TAX_METHOD","PROVINCE_BONUS_METHOD1","Bonus, Retroactive Pay or Lump Sum Payments - Method 1",,,
"HRX_CA_PROV_REG_TAX_METHOD","PROVINCE_REGULAR_PAYMENTS","Regular Payments",,,
"HRX_CA_QUEBEC_TRANS_TYPE","1","Filing for yourself",,,
"HRX_CA_QUEBEC_TRANS_TYPE","2","Filing on behalf of other filers",,,
"HRX_CA_QUEBEC_TRANS_TYPE","3","Filing for yourself and on behalf of other filers",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RPC","Canada Pension Plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RPDB","Deferred profit sharing plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","FERR-D","Depositary registered retirement income fund",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","REER-D","Depositary registered retirement savings plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RAP","Home Buyers' Plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RE","Income averaging annuity",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","REPA","Income averaging annuity for artists",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","FERR-A","Insured registered retirement income fund",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","REER-A","Insured registered retirement savings plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","REEP","Lifelong Learning Plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RO","Ordinary annuity",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RRQ","Quebec Pension Plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RPA","Registered pension plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","FERR-F","Trusteed registered retirement income fund",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","REER-F","Trusteed registered retirement savings plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RPNA","Unregistered pension plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","AUTRE","Other plan or fund",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RPAC","Pooled registered pension plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RVER","Voluntary Retirement savings plan",,,
"HRX_CA_RL2_SOURCE_OF_INCOME","RVDAA","Advanced life deferred annuity",,,
"HRX_CA_SOURCE_RL_SLIPS_USED","A","RL slips were obtained from Revenu Quebec",,,
"HRX_CA_SOURCE_RL_SLIPS_USED","B","RL slips are facsimiles obtained from a third party",,,
"HRX_CA_SOURCE_RL_SLIPS_USED","C","RL slips are facsimiles produced by the transmitter",,,
"HRX_CA_SOURCE_RL_SLIPS_USED","D","Source of RL slips is any combination of the above",,,
"HRX_CA_STATUTORY_REPORT_TYPE","T4_RL1","T4 and RL-1",,,
"HRX_CA_STATUTORY_REPORT_TYPE","T4A_RL1","T4A and RL-1",,,
"HRX_CA_STATUTORY_REPORT_TYPE","T4A_RL2","T4A and RL-2",,,
"HRX_CA_TAX_BEN_PROCESSING_TYPE","N","Nonperiodic",,,
"HRX_CA_TAX_BEN_PROCESSING_TYPE","R","Regular",,,
"HRX_CA_TAX_PROCESSING_TYPE","L","Lump sum",,,
